dateStr=2015-12-24;timeStr=19:06:13;seconds=3533828773.199000;fileVersion=20151224;numObjects=1343;numSessions=6;
masterIdx,map,session,spineMapRow,segmentMapRow,Idx,roiType,roiTypeNum,x,y,z,channel,groupID,parentID,cPnt,sDist,pDist,cAuto,cAngle,cLine,cLineNum,cx,cy,cz,cDate,cTime,mDate,mTime,cSeconds,mSeconds,userName,note,edgeList,isDirty,isBad,dynBad,intBad,progType,madeFrom,analParam,analResult1,analResult2,analResult3,analResult4,user1,user2,user3,userBool1,userBool2,userBool3,userType,bSpineMap,bSpineIdx,error,warning,idx_ch1,x_ch1,y_ch1,z_ch1,sLen2d_ch1,sLen3d_ch1,intmSeconds_ch1,isDirty_ch1,intBad_ch1,intManual_ch1,spineWidth_ch1,extendHead_ch1,extendTail_ch1,scaleRadius_ch1,zPlusMinus_ch1,sSum_ch1,sMean_ch1,sSD_ch1,sN_ch1,sbSum_ch1,sbMean_ch1,sbSD_ch1,sbN_ch1,sbxyManual_ch1,sbxPos_ch1,sbyPos_ch1,dSum_ch1,dMean_ch1,dSD_ch1,dN_ch1,dPlus_ch1,dMinus_ch1,dbSum_ch1,dbMean_ch1,dbSD_ch1,dbN_ch1,ubssSum_ch1,ubssMean_ch1,ubsdSum_ch1,ubsdMean_ch1,idx_ch2,x_ch2,y_ch2,z_ch2,sLen2d_ch2,sLen3d_ch2,intmSeconds_ch2,isDirty_ch2,intBad_ch2,intManual_ch2,spineWidth_ch2,extendHead_ch2,extendTail_ch2,scaleRadius_ch2,zPlusMinus_ch2,sSum_ch2,sMean_ch2,sSD_ch2,sN_ch2,sbSum_ch2,sbMean_ch2,sbSD_ch2,sbN_ch2,sbxyManual_ch2,sbxPos_ch2,sbyPos_ch2,dSum_ch2,dMean_ch2,dSD_ch2,dN_ch2,dPlus_ch2,dMinus_ch2,dbSum_ch2,dbMean_ch2,dbSD_ch2,dbN_ch2,ubssSum_ch2,ubssMean_ch2,ubsdSum_ch2,ubsdMean_ch2,
412,rr49c,1,102,2,199,spineROI,0,84.11,43.138,46,1,,2,2532,65.235,20.317,0,281.51,radius1,1,84.979,41.423,44.8,2015-10-21,13:18:56,2015-12-18,20:31:11,3528278336.717000,3533315471.628000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,#4 spine ImageBoundaryToMask;,,186.000000,nan,nan,nan,1.922599,2.266360,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,186.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
413,rr49c,1,102,2,199,spineROI,0,85.418,38.182,44,1,,2,2507,61.998,17.081,0,445.07,radius2,2,83.569,39.323,42.2,2015-10-21,13:19:06,2015-12-18,20:31:11,3528278346.605000,3533315471.633000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,#4 spine ImageBoundaryToMask;,,187.000000,nan,nan,nan,2.172713,2.821468,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,187.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
414,rr49c,1,101,2,200,spineROI,0,87.139,44.171,46,1,,2,2558,69.051,24.133,0,293.7,radius1,1,87.979,43.127,46.4,2015-10-21,13:19:13,2015-12-18,20:31:11,3528278353.576000,3533315471.637000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,#5 long backbone ImageBoundaryToMask;,,188.000000,nan,nan,nan,1.339976,1.398405,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,188.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
415,rr49c,1,83,2,202,spineROI,0,95.813,41.899,46,1,,2,2622,77.356,32.438,0,442.34,radius2,2,95.709,43.529,45,2015-10-21,13:19:32,2015-12-18,20:31:11,3528278372.506000,3533315471.641000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,189.000000,nan,nan,nan,1.633314,1.915128,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,0.000000,0.000000,0.000000,3.000000,85.000000,28.333334,8.736895,3.000000,0.000000,99.079628,38.632370,487.000000,40.583332,45.852448,12.000000,nan,nan,339.000000,28.250000,21.093407,12.000000,-85.000000,-28.333334,148.000000,12.333332,189.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,68.000000,22.666666,31.005377,3.000000,85.000000,28.333334,8.736895,3.000000,0.000000,99.079628,38.632370,487.000000,40.583332,45.852448,12.000000,nan,nan,339.000000,28.250000,21.093407,12.000000,-17.000000,-5.666668,148.000000,12.333332,
416,rr49c,1,80,2,203,spineROI,0,100.96,47.366,51,1,,2,2674,84.152,39.234,0,217.12,radius1,1,100.91,45.575,49,2015-10-21,13:19:39,2015-12-18,20:31:11,3528278379.306000,3533315471.646000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,#4 spine ImageBoundaryToMask;,,190.000000,nan,nan,nan,1.791698,2.685178,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,190.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
417,rr49c,1,76,2,204,spineROI,0,99.448,43.51,51,1,,2,2656,81.863,36.945,0,89.273,radius2,2,99.48,44.698,51.2,2015-10-21,13:19:41,2015-12-18,20:31:11,3528278381.847000,3533315471.650000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,#5 long backbone ImageBoundaryToMask;,,191.000000,nan,nan,nan,1.188431,1.205142,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,191.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
418,rr49c,1,74,2,205,spineROI,0,106.06,44.13,51,1,,2,2711,88.989,44.071,0,55.072,radius2,2,105.48,45.455,51.6,2015-10-21,13:19:43,2015-12-18,20:31:11,3528278383.143000,3533315471.654000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,#4 spine ImageBoundaryToMask;,,192.000000,nan,nan,nan,1.446383,1.565894,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,192.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
419,rr49c,1,329,2,206,spineROI,0,95.524,46.057,48,1,,2,2633,78.656,33.738,0,303.4,radius1,1,96.685,44.628,48.4,2015-10-21,13:19:55,2015-12-18,20:31:11,3528278395.432000,3533315471.659000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,#5 long backbone ImageBoundaryToMask;,,193.000000,nan,nan,nan,1.841185,1.884134,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,193.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
420,rr49c,1,220,2,207,spineROI,0,104.13,47.572,50,1,,2,2698,87.28,42.362,0,258.63,radius1,1,104.01,46.308,51,2015-10-21,13:19:59,2015-12-18,20:31:11,3528278399.431000,3533315471.663000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,#5 long backbone ImageBoundaryToMask;,,194.000000,nan,nan,nan,1.269683,1.616198,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,194.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
421,rr49c,1,330,2,208,spineROI,0,110.19,45.369,51,1,,2,2752,94.336,49.418,0,444.54,radius2,2,110.28,46.378,51.8,2015-10-21,13:20:02,2015-12-18,20:31:11,3528278402.991000,3533315471.667000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,,,195.000000,nan,nan,nan,1.013006,1.290806,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,206.000000,22.888889,24.756031,9.000000,126.000000,14.000000,10.908712,9.000000,0.000000,119.348259,36.210743,152.000000,50.666668,41.235100,3.000000,nan,nan,179.000000,59.666668,66.583282,3.000000,80.000000,8.888889,-27.000000,-9.000000,195.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,587.000000,65.222221,95.616127,9.000000,126.000000,14.000000,10.908712,9.000000,0.000000,119.348259,36.210743,152.000000,50.666668,41.235100,3.000000,nan,nan,179.000000,59.666668,66.583282,3.000000,461.000000,51.222221,-27.000000,-9.000000,
422,rr49c,1,331,2,209,spineROI,0,113.15,50.464,52,1,,2,2790,99.77,54.852,0,279.84,radius1,1,113.94,49.548,53,2015-10-21,13:20:06,2015-12-18,20:31:11,3528278406.431000,3533315471.672000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,#5 long backbone ImageBoundaryToMask;,,196.000000,nan,nan,nan,1.209610,1.569445,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,196.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
423,rr49c,1,332,2,210,spineROI,0,117.62,52.804,53,1,,2,2823,104.21,59.289,0,244.42,radius1,1,117.78,51.108,53.8,2015-10-21,13:20:08,2015-12-18,20:31:11,3528278408.427000,3533315471.676000,Nancy Luo,,,,,,,,0,,,,,,,,,,,,,,,#4 spine ImageBoundaryToMask;,,197.000000,nan,nan,nan,1.703530,1.882024,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,197.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
424,rr49c,1,331,0,209,spineROI,0,64.568,83.465,22,1,,0,577,81.208,3.3565,0,249.15,radius1,1,62.543,81.941,23.4,2015-10-21,13:43:33,2015-12-18,20:31:11,3528279813.798000,3533315471.680000,Nancy Luo,,,,,,,,1,,,,,,,,,,,,,,,#4 spine ImageBoundaryToMask;,,198.000000,nan,nan,nan,2.534404,2.895376,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,198.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
425,rr49c,1,332,0,210,spineROI,0,53.056,88.636,25,1,,0,477,66.785,-11.067,0,61.805,radius2,2,53.666,90.247,25,2015-10-21,13:56:54,2015-12-18,20:31:11,3528280614.816000,3533315471.685000,Nancy Luo,Dim,,,,,,,1,,,,,,,,,,,,,,,,,199.000000,nan,nan,nan,1.722620,1.722620,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,1097.000000,73.133331,118.559731,15.000000,907.000000,60.466667,92.240265,15.000000,0.000000,67.140785,74.551216,409.000000,45.444443,52.261627,9.000000,nan,nan,262.000000,29.111111,35.303841,9.000000,190.000000,12.666664,147.000000,16.333332,199.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,907.000000,60.466667,68.691719,15.000000,907.000000,60.466667,92.240265,15.000000,0.000000,67.140785,74.551216,409.000000,45.444443,52.261627,9.000000,nan,nan,262.000000,29.111111,35.303841,9.000000,0.000000,0.000000,147.000000,16.333332,
426,rr49c,1,333,0,211,spineROI,0,51.397,89.758,24,1,,0,467,65.386,-12.466,0,86.786,radius2,2,52.61,90.967,24.4,2015-10-21,13:57:18,2015-12-18,20:31:11,3528280638.573000,3533315471.689000,Nancy Luo,Dim,,,,,,,1,,,,,,,,,,,,,,,#5 long backbone ImageBoundaryToMask;,,200.000000,nan,nan,nan,1.712615,1.758707,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
427,rr49c,1,332,0,210,spineROI,0,37.031,97.684,21,1,,0,316,44.448,-33.403,0,436.27,radius2,2,37.149,100.14,23,2015-10-21,14:02:57,2015-12-18,20:31:11,3528280977.644000,3533315471.693000,Nancy Luo,,,,,,,,1,,,,,,,,,,,,,,,#4 spine ImageBoundaryToMask;,,201.000000,nan,nan,nan,2.458833,3.169520,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,201.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
428,rr49c,1,333,0,211,spineROI,0,20.202,105.39,21,1,,0,173,24.666,-53.186,0,75.276,radius2,2,20.559,106.35,19.6,2015-10-21,14:18:51,2015-12-18,20:31:11,3528281931.013000,3533315471.698000,Nancy Luo,,,,,,,,1,,,,,,,,,,,,,,,#5 long backbone ImageBoundaryToMask;,,202.000000,nan,nan,nan,1.024231,1.734661,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,202.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
429,rr49c,1,334,0,212,spineROI,0,16.592,109.34,21,1,,0,135,19.331,-58.521,0,243.61,radius1,1,16.597,108.82,19.8,2015-10-21,14:19:47,2015-12-18,20:31:11,3528281987.158000,3533315471.702000,Nancy Luo,,,,,,,,1,,,,,,,,,,,,,,,#4 spine ImageBoundaryToMask;,,203.000000,nan,nan,nan,0.520024,1.307832,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,203.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
430,rr49c,1,335,0,213,spineROI,0,9.251,113.39,19,1,,0,64,9.1918,-68.66,0,240.41,radius1,1,9.0865,112.56,17.8,2015-10-21,14:22:58,2015-12-18,20:31:11,3528282178.425000,3533315471.706000,Nancy Luo,,,,,,,,1,,,,,,,,,,,,,,,#5 long backbone ImageBoundaryToMask;,,204.000000,nan,nan,nan,0.846144,1.468319,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,204.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
431,rr49c,1,336,0,214,spineROI,0,3.54,112.23,17,1,,0,25,3.7371,-74.115,0,82.279,radius2,2,4.2214,113.37,16.8,2015-10-21,17:18:11,2015-12-18,20:31:11,3528292691.552000,3533315471.711000,Nancy Luo,Dim,,,1,,,,1,,,,,,,,,,,,,,,#5 long backbone ImageBoundaryToMask;,,205.000000,nan,nan,nan,1.328121,1.343096,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,205.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
432,rr49c,1,337,0,215,spineROI,0,65.629,77.382,23,1,,0,630,88.741,10.889,0,271.8,radius1,1,64.778,76.74,25,2015-10-21,17:22:30,2015-12-18,20:31:11,3528292950.031000,3533315471.715000,Nancy Luo,,,,,,,,1,,,,,,,,,,,,,,,#4 spine ImageBoundaryToMask;,,206.000000,nan,nan,nan,1.066004,2.266355,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,206.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
433,rr49c,1,338,0,216,spineROI,0,74.229,67.282,30,1,,0,737,103.66,25.804,0,70.504,radius2,2,74.179,68.401,29.2,2015-10-21,17:30:36,2015-12-18,20:31:11,3528293436.088000,3533315471.719000,Nancy Luo,,,,,,,,1,,,,,,,,,,,,,,,#99 ch1 no background;#99 ch2 no background;,,207.000000,nan,nan,nan,1.120116,1.376467,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,366.000000,61.000000,44.703468,6.000000,nan,nan,nan,nan,nan,nan,nan,543.000000,90.500000,75.005997,6.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,207.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,999.000000,166.500000,199.183075,6.000000,nan,nan,nan,nan,nan,nan,nan,543.000000,90.500000,75.005997,6.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
434,rr49c,1,339,0,217,spineROI,0,94.929,66.582,39,1,,0,915,127.43,49.576,0,461.27,radius2,2,94.475,68.412,37.2,2015-10-21,17:38:00,2015-12-18,20:31:11,3528293880.909000,3533315471.724000,Nancy Luo,,,,,,,,1,,,,,,,,,,,,,,,,,208.000000,nan,nan,nan,1.885475,2.606725,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,215.000000,71.666664,55.075706,3.000000,334.000000,111.333336,123.143547,3.000000,0.000000,104.356377,57.154625,914.000000,152.333328,183.754913,6.000000,nan,nan,385.000000,64.166664,65.315903,6.000000,-119.000000,-39.666672,529.000000,88.166664,208.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,308.000000,102.666664,164.162521,3.000000,334.000000,111.333336,123.143547,3.000000,0.000000,104.356377,57.154625,914.000000,152.333328,183.754913,6.000000,nan,nan,385.000000,64.166664,65.315903,6.000000,-26.000000,-8.666672,529.000000,88.166664,
435,rr49c,1,143,0,218,spineROI,0,96.079,67.382,39,1,,0,925,128.68,50.826,0,463.67,radius2,2,95.675,68.532,38.2,2015-10-21,17:38:06,2015-12-18,20:31:11,3528293886.699000,3533315471.728000,Nancy Luo,,,,,,,,1,,,,,,,,,,,,,,,#6 reducing spine with ImageSeedFill;,,209.000000,nan,nan,nan,1.218899,1.457983,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,209.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
436,rr49c,1,146,0,219,spineROI,0,109.48,73.032,44,1,,0,1055,145.96,68.103,0,299.08,radius1,1,110.13,72.18,42.6,2015-10-21,17:40:05,2015-12-18,20:31:11,3528294005.945000,3533315471.732000,Nancy Luo,,,,1,,,,1,,,,,,,,,,,,,,,#4 spine ImageBoundaryToMask;,,210.000000,nan,nan,nan,1.071636,1.763067,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,210.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
437,rr49c,1,151,0,220,spineROI,0,104.68,72.132,44,1,,0,1008,139.64,61.788,0,243.66,radius1,1,104.72,70.513,43.6,2015-10-21,17:40:10,2015-12-18,20:31:11,3528294010.189000,3533315471.736000,Nancy Luo,,,,,,,,1,,,,,,,,,,,,,,,#4 spine ImageBoundaryToMask;,,211.000000,nan,nan,nan,1.619494,1.668161,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,211.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
438,rr49c,1,157,0,221,spineROI,0,111.1,70.407,46,1,,0,1057,146.25,68.393,0,56.929,radius2,2,110.4,71.482,42.2,2015-10-21,17:43:01,2015-12-18,20:31:11,3528294181.180000,3533315471.741000,Nancy Luo,,,,1,,,,1,,,,,,,,,,,,,,,#4 spine ImageBoundaryToMask;,,212.000000,nan,nan,nan,1.282819,4.010689,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,212.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
439,rr49c,1,219,0,222,spineROI,0,97.6,71.257,37,1,,0,943,131.24,53.383,0,255.72,radius1,1,97.835,69.9,38.2,2015-10-21,17:54:28,2015-12-18,20:31:11,3528294868.799000,3533315471.745000,Nancy Luo,,,,,,,,1,,,,,,,,,,,,,,,#4 spine ImageBoundaryToMask;,,213.000000,nan,nan,nan,1.377198,1.826656,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,213.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
440,rr49c,1,170,0,223,spineROI,0,103.3,71.157,42,1,,0,1001,138.65,60.799,0,302.44,radius1,1,103.97,70.447,43,2015-10-21,17:57:17,2015-12-18,20:31:11,3528295037.201000,3533315471.749000,Nancy Luo,,,,,,,,1,,,,,,,,,,,,,,,#5 long backbone ImageBoundaryToMask;,,214.000000,nan,nan,nan,0.976217,1.397498,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,214.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
441,rr49c,1,195,0,224,spineROI,0,59.95,87.607,25,1,,0,524,73.796,-4.0559,0,272.73,radius1,1,58.799,86.702,25.2,2015-10-21,18:15:48,2015-12-18,20:31:11,3528296148.911000,3533315471.754000,Nancy Luo,Dim?,,,,,,,1,,,,,,,,,,,,,,,#4 spine ImageBoundaryToMask;,,215.000000,nan,nan,nan,1.464181,1.477777,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,215.000000,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
